Index,Alert,Confidence,Severity,Timestamp
72494,Intrusion Detected,1.0,High,2026-03-30 19:10:19.541717
72493,Intrusion Detected,1.0,High,2026-03-30 19:10:19.536814
72488,Intrusion Detected,1.0,High,2026-03-30 19:10:19.514948
72487,Intrusion Detected,1.0,High,2026-03-30 19:10:19.509883
72549,Intrusion Detected,1.0,High,2026-03-30 19:10:19.783526
72546,Intrusion Detected,1.0,High,2026-03-30 19:10:19.763759
72543,Intrusion Detected,1.0,High,2026-03-30 19:10:19.752753
72540,Intrusion Detected,1.0,High,2026-03-30 19:10:19.737968
72531,Intrusion Detected,1.0,High,2026-03-30 19:10:19.702538
72530,Intrusion Detected,1.0,High,2026-03-30 19:10:19.696934
72529,Intrusion Detected,1.0,High,2026-03-30 19:10:19.691514
72518,Intrusion Detected,1.0,High,2026-03-30 19:10:19.655574
72517,Intrusion Detected,1.0,High,2026-03-30 19:10:19.647982
90158,Intrusion Detected,1.0,High,2026-03-30 19:11:40.676133
90157,Intrusion Detected,1.0,High,2026-03-30 19:11:40.671356
90156,Intrusion Detected,1.0,High,2026-03-30 19:11:40.662740
90153,Intrusion Detected,1.0,High,2026-03-30 19:11:40.644869
90152,Intrusion Detected,1.0,High,2026-03-30 19:11:40.638306
90150,Intrusion Detected,1.0,High,2026-03-30 19:11:40.632745
90148,Intrusion Detected,1.0,High,2026-03-30 19:11:40.626546
90146,Intrusion Detected,1.0,High,2026-03-30 19:11:40.614282
90144,Intrusion Detected,1.0,High,2026-03-30 19:11:40.601498
90140,Intrusion Detected,1.0,High,2026-03-30 19:11:40.578780
90138,Intrusion Detected,1.0,High,2026-03-30 19:11:40.571892
90137,Intrusion Detected,1.0,High,2026-03-30 19:11:40.567377
90135,Intrusion Detected,1.0,High,2026-03-30 19:11:40.559254
90132,Intrusion Detected,1.0,High,2026-03-30 19:11:40.549387
72583,Intrusion Detected,1.0,High,2026-03-30 19:10:19.981254
72580,Intrusion Detected,1.0,High,2026-03-30 19:10:19.971599
72579,Intrusion Detected,1.0,High,2026-03-30 19:10:19.961347
72578,Intrusion Detected,1.0,High,2026-03-30 19:10:19.950994
72576,Intrusion Detected,1.0,High,2026-03-30 19:10:19.934493
72573,Intrusion Detected,1.0,High,2026-03-30 19:10:19.918535
72567,Intrusion Detected,1.0,High,2026-03-30 19:10:19.875402
72566,Intrusion Detected,1.0,High,2026-03-30 19:10:19.870439
72564,Intrusion Detected,1.0,High,2026-03-30 19:10:19.859376
72563,Intrusion Detected,1.0,High,2026-03-30 19:10:19.847884
72562,Intrusion Detected,1.0,High,2026-03-30 19:10:19.843211
72560,Intrusion Detected,1.0,High,2026-03-30 19:10:19.833353
72559,Intrusion Detected,1.0,High,2026-03-30 19:10:19.827596
72557,Intrusion Detected,1.0,High,2026-03-30 19:10:19.820934
72620,Intrusion Detected,1.0,High,2026-03-30 19:10:20.123531
72619,Intrusion Detected,1.0,High,2026-03-30 19:10:20.118504
72618,Intrusion Detected,1.0,High,2026-03-30 19:10:20.112229
72615,Intrusion Detected,1.0,High,2026-03-30 19:10:20.100174
72611,Intrusion Detected,1.0,High,2026-03-30 19:10:20.088440
72605,Intrusion Detected,1.0,High,2026-03-30 19:10:20.056966
72600,Intrusion Detected,1.0,High,2026-03-30 19:10:20.040849
72598,Intrusion Detected,1.0,High,2026-03-30 19:10:20.032768
72597,Intrusion Detected,1.0,High,2026-03-30 19:10:20.027028
72594,Intrusion Detected,1.0,High,2026-03-30 19:10:20.016725
72593,Intrusion Detected,1.0,High,2026-03-30 19:10:20.011105
72592,Intrusion Detected,1.0,High,2026-03-30 19:10:20.005978
72670,Intrusion Detected,1.0,High,2026-03-30 19:10:20.318617
72668,Intrusion Detected,1.0,High,2026-03-30 19:10:20.307192
72667,Intrusion Detected,1.0,High,2026-03-30 19:10:20.302124
72659,Intrusion Detected,1.0,High,2026-03-30 19:10:20.274510
72656,Intrusion Detected,1.0,High,2026-03-30 19:10:20.259674
72638,Intrusion Detected,1.0,High,2026-03-30 19:10:20.203437
72637,Intrusion Detected,1.0,High,2026-03-30 19:10:20.196587
72633,Intrusion Detected,1.0,High,2026-03-30 19:10:20.180799
72632,Intrusion Detected,1.0,High,2026-03-30 19:10:20.175287
72629,Intrusion Detected,1.0,High,2026-03-30 19:10:20.164584
90128,Intrusion Detected,1.0,High,2026-03-30 19:11:40.524921
90125,Intrusion Detected,1.0,High,2026-03-30 19:11:40.516099
90114,Intrusion Detected,1.0,High,2026-03-30 19:11:40.464314
90113,Intrusion Detected,1.0,High,2026-03-30 19:11:40.459680
90106,Intrusion Detected,1.0,High,2026-03-30 19:11:40.426713
90102,Intrusion Detected,1.0,High,2026-03-30 19:11:40.412098
90099,Intrusion Detected,1.0,High,2026-03-30 19:11:40.398644
90098,Intrusion Detected,1.0,High,2026-03-30 19:11:40.390956
90096,Intrusion Detected,1.0,High,2026-03-30 19:11:40.380762
72704,Intrusion Detected,1.0,High,2026-03-30 19:10:20.506188
72701,Intrusion Detected,1.0,High,2026-03-30 19:10:20.483215
72700,Intrusion Detected,1.0,High,2026-03-30 19:10:20.471924
72699,Intrusion Detected,1.0,High,2026-03-30 19:10:20.461425
72688,Intrusion Detected,1.0,High,2026-03-30 19:10:20.397151
72687,Intrusion Detected,1.0,High,2026-03-30 19:10:20.392157
72685,Intrusion Detected,1.0,High,2026-03-30 19:10:20.381148
72681,Intrusion Detected,1.0,High,2026-03-30 19:10:20.361360
72679,Intrusion Detected,1.0,High,2026-03-30 19:10:20.354014
72678,Intrusion Detected,1.0,High,2026-03-30 19:10:20.348155
72674,Intrusion Detected,1.0,High,2026-03-30 19:10:20.335950
90083,Intrusion Detected,1.0,High,2026-03-30 19:11:40.326962
90074,Intrusion Detected,1.0,High,2026-03-30 19:11:40.277288
90072,Intrusion Detected,1.0,High,2026-03-30 19:11:40.271633
90065,Intrusion Detected,1.0,High,2026-03-30 19:11:40.233489
90063,Intrusion Detected,1.0,High,2026-03-30 19:11:40.224637
90058,Intrusion Detected,1.0,High,2026-03-30 19:11:40.188025
72735,Intrusion Detected,1.0,High,2026-03-30 19:10:20.746207
72734,Intrusion Detected,1.0,High,2026-03-30 19:10:20.740440
72733,Intrusion Detected,1.0,High,2026-03-30 19:10:20.734080
72729,Intrusion Detected,1.0,High,2026-03-30 19:10:20.700943
72726,Intrusion Detected,1.0,High,2026-03-30 19:10:20.674430
72721,Intrusion Detected,1.0,High,2026-03-30 19:10:20.641145
72716,Intrusion Detected,1.0,High,2026-03-30 19:10:20.602598
72714,Intrusion Detected,1.0,High,2026-03-30 19:10:20.587360
72711,Intrusion Detected,1.0,High,2026-03-30 19:10:20.568779
72708,Intrusion Detected,1.0,High,2026-03-30 19:10:20.546184
72706,Intrusion Detected,1.0,High,2026-03-30 19:10:20.526337
72705,Intrusion Detected,1.0,High,2026-03-30 19:10:20.516327
72771,Intrusion Detected,1.0,High,2026-03-30 19:10:20.975773
72768,Intrusion Detected,1.0,High,2026-03-30 19:10:20.958355
72767,Intrusion Detected,1.0,High,2026-03-30 19:10:20.953485
72762,Intrusion Detected,1.0,High,2026-03-30 19:10:20.932564
72761,Intrusion Detected,1.0,High,2026-03-30 19:10:20.923613
72754,Intrusion Detected,1.0,High,2026-03-30 19:10:20.882950
72753,Intrusion Detected,1.0,High,2026-03-30 19:10:20.872423
72752,Intrusion Detected,1.0,High,2026-03-30 19:10:20.862252
72749,Intrusion Detected,1.0,High,2026-03-30 19:10:20.842587
72745,Intrusion Detected,1.0,High,2026-03-30 19:10:20.814070
72743,Intrusion Detected,1.0,High,2026-03-30 19:10:20.806287
72738,Intrusion Detected,1.0,High,2026-03-30 19:10:20.770068
72737,Intrusion Detected,1.0,High,2026-03-30 19:10:20.759907
90053,Intrusion Detected,1.0,High,2026-03-30 19:11:40.165672
90047,Intrusion Detected,1.0,High,2026-03-30 19:11:40.129453
90045,Intrusion Detected,1.0,High,2026-03-30 19:11:40.123027
90044,Intrusion Detected,1.0,High,2026-03-30 19:11:40.116803
90041,Intrusion Detected,1.0,High,2026-03-30 19:11:40.104624
90040,Intrusion Detected,1.0,High,2026-03-30 19:11:40.094774
90039,Intrusion Detected,1.0,High,2026-03-30 19:11:40.085594
90037,Intrusion Detected,1.0,High,2026-03-30 19:11:40.069455
90036,Intrusion Detected,1.0,High,2026-03-30 19:11:40.061015
90035,Intrusion Detected,1.0,High,2026-03-30 19:11:40.052650
90032,Intrusion Detected,1.0,High,2026-03-30 19:11:40.035736
72810,Intrusion Detected,1.0,High,2026-03-30 19:10:21.240370
72808,Intrusion Detected,1.0,High,2026-03-30 19:10:21.198186
72807,Intrusion Detected,1.0,High,2026-03-30 19:10:21.169797
72795,Intrusion Detected,1.0,High,2026-03-30 19:10:21.112348
72794,Intrusion Detected,1.0,High,2026-03-30 19:10:21.103332
72790,Intrusion Detected,1.0,High,2026-03-30 19:10:21.074174
72780,Intrusion Detected,1.0,High,2026-03-30 19:10:21.018805
72772,Intrusion Detected,1.0,High,2026-03-30 19:10:20.987275
72836,Intrusion Detected,1.0,High,2026-03-30 19:10:21.494931
72833,Intrusion Detected,1.0,High,2026-03-30 19:10:21.476158
72832,Intrusion Detected,1.0,High,2026-03-30 19:10:21.469159
72830,Intrusion Detected,1.0,High,2026-03-30 19:10:21.451124
72828,Intrusion Detected,1.0,High,2026-03-30 19:10:21.431304
72827,Intrusion Detected,1.0,High,2026-03-30 19:10:21.416759
72824,Intrusion Detected,1.0,High,2026-03-30 19:10:21.387267
72823,Intrusion Detected,1.0,High,2026-03-30 19:10:21.372439
72820,Intrusion Detected,1.0,High,2026-03-30 19:10:21.339035
72818,Intrusion Detected,1.0,High,2026-03-30 19:10:21.319932
72817,Intrusion Detected,1.0,High,2026-03-30 19:10:21.307360
72814,Intrusion Detected,1.0,High,2026-03-30 19:10:21.276318
72812,Intrusion Detected,1.0,High,2026-03-30 19:10:21.257941
90030,Intrusion Detected,1.0,High,2026-03-30 19:11:40.021231
90028,Intrusion Detected,1.0,High,2026-03-30 19:11:40.008079
90025,Intrusion Detected,1.0,High,2026-03-30 19:11:39.990842
90021,Intrusion Detected,1.0,High,2026-03-30 19:11:39.967442
90017,Intrusion Detected,1.0,High,2026-03-30 19:11:39.958198
90011,Intrusion Detected,1.0,High,2026-03-30 19:11:39.929113
90010,Intrusion Detected,1.0,High,2026-03-30 19:11:39.920434
90009,Intrusion Detected,1.0,High,2026-03-30 19:11:39.911109
90005,Intrusion Detected,1.0,High,2026-03-30 19:11:39.884429
90004,Intrusion Detected,1.0,High,2026-03-30 19:11:39.874580
89996,Intrusion Detected,1.0,High,2026-03-30 19:11:39.832441
89995,Intrusion Detected,1.0,High,2026-03-30 19:11:39.825501
72865,Intrusion Detected,1.0,High,2026-03-30 19:10:21.753278
72862,Intrusion Detected,1.0,High,2026-03-30 19:10:21.729223
72861,Intrusion Detected,1.0,High,2026-03-30 19:10:21.717379
72858,Intrusion Detected,1.0,High,2026-03-30 19:10:21.677821
72856,Intrusion Detected,1.0,High,2026-03-30 19:10:21.657276
72849,Intrusion Detected,1.0,High,2026-03-30 19:10:21.589699
72843,Intrusion Detected,1.0,High,2026-03-30 19:10:21.536441
72841,Intrusion Detected,1.0,High,2026-03-30 19:10:21.525834
72837,Intrusion Detected,1.0,High,2026-03-30 19:10:21.502867
72918,Intrusion Detected,1.0,High,2026-03-30 19:10:22.067104
72909,Intrusion Detected,1.0,High,2026-03-30 19:10:22.022135
72907,Intrusion Detected,1.0,High,2026-03-30 19:10:22.006876
72905,Intrusion Detected,1.0,High,2026-03-30 19:10:21.995243
72903,Intrusion Detected,1.0,High,2026-03-30 19:10:21.984057
72900,Intrusion Detected,1.0,High,2026-03-30 19:10:21.965035
72894,Intrusion Detected,1.0,High,2026-03-30 19:10:21.926624
72888,Intrusion Detected,1.0,High,2026-03-30 19:10:21.894939
72886,Intrusion Detected,1.0,High,2026-03-30 19:10:21.880348
72877,Intrusion Detected,1.0,High,2026-03-30 19:10:21.830490
72868,Intrusion Detected,1.0,High,2026-03-30 19:10:21.776721
89992,Intrusion Detected,1.0,High,2026-03-30 19:11:39.814641
89991,Intrusion Detected,1.0,High,2026-03-30 19:11:39.808970
89989,Intrusion Detected,1.0,High,2026-03-30 19:11:39.794309
89988,Intrusion Detected,1.0,High,2026-03-30 19:11:39.784632
89986,Intrusion Detected,1.0,High,2026-03-30 19:11:39.771138
89985,Intrusion Detected,1.0,High,2026-03-30 19:11:39.760976
89984,Intrusion Detected,1.0,High,2026-03-30 19:11:39.751924
89983,Intrusion Detected,1.0,High,2026-03-30 19:11:39.746481
89979,Intrusion Detected,1.0,High,2026-03-30 19:11:39.734546
89973,Intrusion Detected,1.0,High,2026-03-30 19:11:39.718278
89968,Intrusion Detected,1.0,High,2026-03-30 19:11:39.695409
89967,Intrusion Detected,1.0,High,2026-03-30 19:11:39.690848
89966,Intrusion Detected,1.0,High,2026-03-30 19:11:39.686523
72950,Intrusion Detected,1.0,High,2026-03-30 19:10:22.281165
72948,Intrusion Detected,1.0,High,2026-03-30 19:10:22.272892
72947,Intrusion Detected,1.0,High,2026-03-30 19:10:22.267664
72943,Intrusion Detected,1.0,High,2026-03-30 19:10:22.254294
72942,Intrusion Detected,1.0,High,2026-03-30 19:10:22.249082
72941,Intrusion Detected,1.0,High,2026-03-30 19:10:22.239767
72939,Intrusion Detected,1.0,High,2026-03-30 19:10:22.225692
72935,Intrusion Detected,1.0,High,2026-03-30 19:10:22.209727
72932,Intrusion Detected,1.0,High,2026-03-30 19:10:22.187415
72928,Intrusion Detected,1.0,High,2026-03-30 19:10:22.137752
72926,Intrusion Detected,1.0,High,2026-03-30 19:10:22.115516
72921,Intrusion Detected,1.0,High,2026-03-30 19:10:22.077755
72983,Intrusion Detected,1.0,High,2026-03-30 19:10:22.566475
72981,Intrusion Detected,1.0,High,2026-03-30 19:10:22.550455
72975,Intrusion Detected,1.0,High,2026-03-30 19:10:22.498418
72970,Intrusion Detected,1.0,High,2026-03-30 19:10:22.463172
72964,Intrusion Detected,1.0,High,2026-03-30 19:10:22.412068
72962,Intrusion Detected,1.0,High,2026-03-30 19:10:22.392998
72959,Intrusion Detected,1.0,High,2026-03-30 19:10:22.369249
72954,Intrusion Detected,1.0,High,2026-03-30 19:10:22.307248
72953,Intrusion Detected,1.0,High,2026-03-30 19:10:22.297281
72952,Intrusion Detected,1.0,High,2026-03-30 19:10:22.292160
72951,Intrusion Detected,1.0,High,2026-03-30 19:10:22.286932
73026,Intrusion Detected,1.0,High,2026-03-30 19:10:22.844549
73018,Intrusion Detected,1.0,High,2026-03-30 19:10:22.790784
73011,Intrusion Detected,1.0,High,2026-03-30 19:10:22.759659
73005,Intrusion Detected,1.0,High,2026-03-30 19:10:22.715956
73004,Intrusion Detected,1.0,High,2026-03-30 19:10:22.710658
73002,Intrusion Detected,1.0,High,2026-03-30 19:10:22.701560
72999,Intrusion Detected,1.0,High,2026-03-30 19:10:22.690672
72993,Intrusion Detected,1.0,High,2026-03-30 19:10:22.643939
72989,Intrusion Detected,1.0,High,2026-03-30 19:10:22.609960
89963,Intrusion Detected,1.0,High,2026-03-30 19:11:39.677800
89958,Intrusion Detected,1.0,High,2026-03-30 19:11:39.652387
89954,Intrusion Detected,1.0,High,2026-03-30 19:11:39.635313
89953,Intrusion Detected,1.0,High,2026-03-30 19:11:39.630070
89950,Intrusion Detected,1.0,High,2026-03-30 19:11:39.620822
89948,Intrusion Detected,1.0,High,2026-03-30 19:11:39.612313
89943,Intrusion Detected,1.0,High,2026-03-30 19:11:39.598657
89941,Intrusion Detected,1.0,High,2026-03-30 19:11:39.589575
89937,Intrusion Detected,1.0,High,2026-03-30 19:11:39.574429
89935,Intrusion Detected,1.0,High,2026-03-30 19:11:39.565353
89933,Intrusion Detected,1.0,High,2026-03-30 19:11:39.554114
73048,Intrusion Detected,1.0,High,2026-03-30 19:10:22.975216
73046,Intrusion Detected,1.0,High,2026-03-30 19:10:22.966696
73043,Intrusion Detected,1.0,High,2026-03-30 19:10:22.951458
73042,Intrusion Detected,1.0,High,2026-03-30 19:10:22.944331
73032,Intrusion Detected,1.0,High,2026-03-30 19:10:22.894769
73031,Intrusion Detected,1.0,High,2026-03-30 19:10:22.884379
73029,Intrusion Detected,1.0,High,2026-03-30 19:10:22.868331
89931,Intrusion Detected,1.0,High,2026-03-30 19:11:39.544864
89930,Intrusion Detected,1.0,High,2026-03-30 19:11:39.540884
89928,Intrusion Detected,1.0,High,2026-03-30 19:11:39.530926
89927,Intrusion Detected,1.0,High,2026-03-30 19:11:39.526223
89925,Intrusion Detected,1.0,High,2026-03-30 19:11:39.517880
89921,Intrusion Detected,1.0,High,2026-03-30 19:11:39.505184
89917,Intrusion Detected,1.0,High,2026-03-30 19:11:39.491576
89913,Intrusion Detected,1.0,High,2026-03-30 19:11:39.469237
89911,Intrusion Detected,1.0,High,2026-03-30 19:11:39.450985
89910,Intrusion Detected,1.0,High,2026-03-30 19:11:39.442161
73094,Intrusion Detected,1.0,High,2026-03-30 19:10:23.154228
73086,Intrusion Detected,1.0,High,2026-03-30 19:10:23.127602
73085,Intrusion Detected,1.0,High,2026-03-30 19:10:23.123513
73083,Intrusion Detected,1.0,High,2026-03-30 19:10:23.116602
73081,Intrusion Detected,1.0,High,2026-03-30 19:10:23.103618
73076,Intrusion Detected,1.0,High,2026-03-30 19:10:23.084825
73074,Intrusion Detected,1.0,High,2026-03-30 19:10:23.074823
73073,Intrusion Detected,1.0,High,2026-03-30 19:10:23.070023
89906,Intrusion Detected,1.0,High,2026-03-30 19:11:39.416116
89896,Intrusion Detected,1.0,High,2026-03-30 19:11:39.354059
89894,Intrusion Detected,1.0,High,2026-03-30 19:11:39.341385
89890,Intrusion Detected,1.0,High,2026-03-30 19:11:39.312973
89885,Intrusion Detected,1.0,High,2026-03-30 19:11:39.300238
89883,Intrusion Detected,1.0,High,2026-03-30 19:11:39.293195
89881,Intrusion Detected,1.0,High,2026-03-30 19:11:39.287204
89880,Intrusion Detected,1.0,High,2026-03-30 19:11:39.282916
89874,Intrusion Detected,1.0,High,2026-03-30 19:11:39.267182
89869,Intrusion Detected,1.0,High,2026-03-30 19:11:39.251851
89868,Intrusion Detected,1.0,High,2026-03-30 19:11:39.244822
73135,Intrusion Detected,1.0,High,2026-03-30 19:10:23.391944
73133,Intrusion Detected,1.0,High,2026-03-30 19:10:23.381327
73132,Intrusion Detected,1.0,High,2026-03-30 19:10:23.377038
73131,Intrusion Detected,1.0,High,2026-03-30 19:10:23.372648
73125,Intrusion Detected,1.0,High,2026-03-30 19:10:23.339730
73124,Intrusion Detected,1.0,High,2026-03-30 19:10:23.328093
73116,Intrusion Detected,1.0,High,2026-03-30 19:10:23.273128
73112,Intrusion Detected,1.0,High,2026-03-30 19:10:23.254583
73109,Intrusion Detected,1.0,High,2026-03-30 19:10:23.235458
73099,Intrusion Detected,1.0,High,2026-03-30 19:10:23.176951
73098,Intrusion Detected,1.0,High,2026-03-30 19:10:23.168241
73095,Intrusion Detected,1.0,High,2026-03-30 19:10:23.158391
73165,Intrusion Detected,1.0,High,2026-03-30 19:10:23.529601
73163,Intrusion Detected,1.0,High,2026-03-30 19:10:23.522885
73161,Intrusion Detected,1.0,High,2026-03-30 19:10:23.514467
73159,Intrusion Detected,1.0,High,2026-03-30 19:10:23.507793
73158,Intrusion Detected,1.0,High,2026-03-30 19:10:23.500413
73156,Intrusion Detected,1.0,High,2026-03-30 19:10:23.488566
73151,Intrusion Detected,1.0,High,2026-03-30 19:10:23.464622
73145,Intrusion Detected,1.0,High,2026-03-30 19:10:23.444058
73143,Intrusion Detected,1.0,High,2026-03-30 19:10:23.430240
73142,Intrusion Detected,1.0,High,2026-03-30 19:10:23.425538
73141,Intrusion Detected,1.0,High,2026-03-30 19:10:23.420746
73140,Intrusion Detected,1.0,High,2026-03-30 19:10:23.413742
73138,Intrusion Detected,1.0,High,2026-03-30 19:10:23.405881
73136,Intrusion Detected,1.0,High,2026-03-30 19:10:23.396177
73197,Intrusion Detected,1.0,High,2026-03-30 19:10:23.658637
73190,Intrusion Detected,1.0,High,2026-03-30 19:10:23.636440
73185,Intrusion Detected,1.0,High,2026-03-30 19:10:23.613344
73182,Intrusion Detected,1.0,High,2026-03-30 19:10:23.604004
73180,Intrusion Detected,1.0,High,2026-03-30 19:10:23.592013
73176,Intrusion Detected,1.0,High,2026-03-30 19:10:23.577004
73171,Intrusion Detected,1.0,High,2026-03-30 19:10:23.557875
73169,Intrusion Detected,1.0,High,2026-03-30 19:10:23.548395
73168,Intrusion Detected,1.0,High,2026-03-30 19:10:23.544012
89862,Intrusion Detected,1.0,High,2026-03-30 19:11:39.219434
89859,Intrusion Detected,1.0,High,2026-03-30 19:11:39.205784
89856,Intrusion Detected,1.0,High,2026-03-30 19:11:39.195555
89854,Intrusion Detected,1.0,High,2026-03-30 19:11:39.188378
89847,Intrusion Detected,1.0,High,2026-03-30 19:11:39.161688
89844,Intrusion Detected,1.0,High,2026-03-30 19:11:39.151215
89843,Intrusion Detected,1.0,High,2026-03-30 19:11:39.143296
89841,Intrusion Detected,1.0,High,2026-03-30 19:11:39.131598
89840,Intrusion Detected,1.0,High,2026-03-30 19:11:39.125870
89837,Intrusion Detected,1.0,High,2026-03-30 19:11:39.114238
73229,Intrusion Detected,1.0,High,2026-03-30 19:10:23.816422
73227,Intrusion Detected,1.0,High,2026-03-30 19:10:23.808520
73226,Intrusion Detected,1.0,High,2026-03-30 19:10:23.803777
73218,Intrusion Detected,1.0,High,2026-03-30 19:10:23.773455
73216,Intrusion Detected,1.0,High,2026-03-30 19:10:23.760788
73213,Intrusion Detected,1.0,High,2026-03-30 19:10:23.739409
73210,Intrusion Detected,1.0,High,2026-03-30 19:10:23.725961
73208,Intrusion Detected,1.0,High,2026-03-30 19:10:23.717802
73203,Intrusion Detected,1.0,High,2026-03-30 19:10:23.688828
73202,Intrusion Detected,1.0,High,2026-03-30 19:10:23.679763
73198,Intrusion Detected,1.0,High,2026-03-30 19:10:23.663532
73265,Intrusion Detected,1.0,High,2026-03-30 19:10:24.043730
73263,Intrusion Detected,1.0,High,2026-03-30 19:10:24.036585
73262,Intrusion Detected,1.0,High,2026-03-30 19:10:24.026489
73261,Intrusion Detected,1.0,High,2026-03-30 19:10:24.017008
73252,Intrusion Detected,1.0,High,2026-03-30 19:10:23.954789
73241,Intrusion Detected,1.0,High,2026-03-30 19:10:23.894284
73240,Intrusion Detected,1.0,High,2026-03-30 19:10:23.888782
73238,Intrusion Detected,1.0,High,2026-03-30 19:10:23.878356
73237,Intrusion Detected,1.0,High,2026-03-30 19:10:23.872148
73236,Intrusion Detected,1.0,High,2026-03-30 19:10:23.867462
73235,Intrusion Detected,1.0,High,2026-03-30 19:10:23.858849
73232,Intrusion Detected,1.0,High,2026-03-30 19:10:23.838314
89832,Intrusion Detected,1.0,High,2026-03-30 19:11:39.095984
89830,Intrusion Detected,1.0,High,2026-03-30 19:11:39.089179
89829,Intrusion Detected,1.0,High,2026-03-30 19:11:39.084714
89826,Intrusion Detected,1.0,High,2026-03-30 19:11:39.076339
89825,Intrusion Detected,1.0,High,2026-03-30 19:11:39.072603
89819,Intrusion Detected,1.0,High,2026-03-30 19:11:39.053957
89812,Intrusion Detected,1.0,High,2026-03-30 19:11:39.035068
89811,Intrusion Detected,1.0,High,2026-03-30 19:11:39.029617
89805,Intrusion Detected,1.0,High,2026-03-30 19:11:39.005816
73302,Intrusion Detected,1.0,High,2026-03-30 19:10:24.205507
73300,Intrusion Detected,1.0,High,2026-03-30 19:10:24.194410
73294,Intrusion Detected,1.0,High,2026-03-30 19:10:24.175690
73291,Intrusion Detected,1.0,High,2026-03-30 19:10:24.166901
73283,Intrusion Detected,1.0,High,2026-03-30 19:10:24.138882
73282,Intrusion Detected,1.0,High,2026-03-30 19:10:24.129382
73279,Intrusion Detected,1.0,High,2026-03-30 19:10:24.115910
73276,Intrusion Detected,1.0,High,2026-03-30 19:10:24.106958
73272,Intrusion Detected,1.0,High,2026-03-30 19:10:24.092344
73271,Intrusion Detected,1.0,High,2026-03-30 19:10:24.084359
73267,Intrusion Detected,1.0,High,2026-03-30 19:10:24.056208
73266,Intrusion Detected,1.0,High,2026-03-30 19:10:24.048051
73332,Intrusion Detected,1.0,High,2026-03-30 19:10:24.358817
73320,Intrusion Detected,1.0,High,2026-03-30 19:10:24.290318
73319,Intrusion Detected,1.0,High,2026-03-30 19:10:24.283523
73318,Intrusion Detected,1.0,High,2026-03-30 19:10:24.277913
73317,Intrusion Detected,1.0,High,2026-03-30 19:10:24.273353
73316,Intrusion Detected,1.0,High,2026-03-30 19:10:24.265811
73315,Intrusion Detected,1.0,High,2026-03-30 19:10:24.260845
73313,Intrusion Detected,1.0,High,2026-03-30 19:10:24.253669
73312,Intrusion Detected,1.0,High,2026-03-30 19:10:24.246212
73304,Intrusion Detected,1.0,High,2026-03-30 19:10:24.216768
89795,Intrusion Detected,1.0,High,2026-03-30 19:11:38.969731
89784,Intrusion Detected,1.0,High,2026-03-30 19:11:38.933210
89783,Intrusion Detected,1.0,High,2026-03-30 19:11:38.924820
89782,Intrusion Detected,1.0,High,2026-03-30 19:11:38.916951
89780,Intrusion Detected,1.0,High,2026-03-30 19:11:38.903854
89779,Intrusion Detected,1.0,High,2026-03-30 19:11:38.894755
89777,Intrusion Detected,1.0,High,2026-03-30 19:11:38.877029
89776,Intrusion Detected,1.0,High,2026-03-30 19:11:38.868274
89774,Intrusion Detected,1.0,High,2026-03-30 19:11:38.854679
89771,Intrusion Detected,1.0,High,2026-03-30 19:11:38.829905
73374,Intrusion Detected,1.0,High,2026-03-30 19:10:24.568045
73370,Intrusion Detected,1.0,High,2026-03-30 19:10:24.551820
73365,Intrusion Detected,1.0,High,2026-03-30 19:10:24.528876
73355,Intrusion Detected,1.0,High,2026-03-30 19:10:24.496536
73353,Intrusion Detected,1.0,High,2026-03-30 19:10:24.478990
73352,Intrusion Detected,1.0,High,2026-03-30 19:10:24.471186
73345,Intrusion Detected,1.0,High,2026-03-30 19:10:24.429676
73335,Intrusion Detected,1.0,High,2026-03-30 19:10:24.377016
73334,Intrusion Detected,1.0,High,2026-03-30 19:10:24.372786
73333,Intrusion Detected,1.0,High,2026-03-30 19:10:24.367240
73405,Intrusion Detected,1.0,High,2026-03-30 19:10:24.713223
73404,Intrusion Detected,1.0,High,2026-03-30 19:10:24.709257
73403,Intrusion Detected,1.0,High,2026-03-30 19:10:24.705348
73398,Intrusion Detected,1.0,High,2026-03-30 19:10:24.681014
73397,Intrusion Detected,1.0,High,2026-03-30 19:10:24.672255
73386,Intrusion Detected,1.0,High,2026-03-30 19:10:24.630663
73385,Intrusion Detected,1.0,High,2026-03-30 19:10:24.621319
73381,Intrusion Detected,1.0,High,2026-03-30 19:10:24.600573
73376,Intrusion Detected,1.0,High,2026-03-30 19:10:24.580991
73375,Intrusion Detected,1.0,High,2026-03-30 19:10:24.574405
89768,Intrusion Detected,1.0,High,2026-03-30 19:11:38.804719
89766,Intrusion Detected,1.0,High,2026-03-30 19:11:38.791551
89764,Intrusion Detected,1.0,High,2026-03-30 19:11:38.776443
89763,Intrusion Detected,1.0,High,2026-03-30 19:11:38.768813
89762,Intrusion Detected,1.0,High,2026-03-30 19:11:38.762267
89761,Intrusion Detected,1.0,High,2026-03-30 19:11:38.752517
89755,Intrusion Detected,1.0,High,2026-03-30 19:11:38.710425
89752,Intrusion Detected,1.0,High,2026-03-30 19:11:38.693096
89744,Intrusion Detected,1.0,High,2026-03-30 19:11:38.669007
89743,Intrusion Detected,1.0,High,2026-03-30 19:11:38.664786
89742,Intrusion Detected,1.0,High,2026-03-30 19:11:38.660260
73437,Intrusion Detected,1.0,High,2026-03-30 19:10:24.845986
